Biorefinery,MPSP,,,,Worst,,,,Baseline,Best
Lignocellulose,1.28324001,Sugarcane,1.668212013,Difference,-0.384972003,Relative Difference,-23%,,-0.461966404,-0.554359684
Lignocellulose,1.426489755,Sugarcane,1.854436681,Difference,-0.427946926,Relative Difference,-23%,,-0.513536311,-0.616243573
Lignocellulose,1.178736437,Sugarcane,1.532357369,Difference,-0.353620932,Relative Difference,-23%,,-0.424345118,-0.509214142
Lignocellulose,1.357317544,Sugarcane,1.764512807,Difference,-0.407195263,Relative Difference,-23%,,-0.488634316,-0.586361179
Lignocellulose,1.483978275,Sugarcane,1.929171757,Difference,-0.445193482,Relative Difference,-23%,,-0.534232178,-0.641078614
Lignocellulose,1.462210484,Sugarcane,1.90087363,Difference,-0.438663146,Relative Difference,-23%,,-0.526395775,-0.63167493
Lignocellulose,1.236902974,Sugarcane,1.607973866,Difference,-0.371070892,Relative Difference,-23%,,-0.44528507,-0.534342084
Lignocellulose,1.540474991,Sugarcane,2.002617488,Difference,-0.462142497,Relative Difference,-23%,,-0.554570996,-0.665485196
Lignocellulose,1.36500824,Sugarcane,1.774510713,Difference,-0.409502473,Relative Difference,-23%,,-0.491402968,-0.589683561
Lignocellulose,1.795412932,Sugarcane,2.334036812,Difference,-0.53862388,Relative Difference,-23%,,-0.646348656,-0.775618387
Lignocellulose,1.216562747,Sugarcane,1.581531571,Difference,-0.364968824,Relative Difference,-23%,,-0.437962589,-0.525555107
,,,,,,,,,,
