         2082287 function calls (2048994 primitive calls) in 3.453 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       28    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
       22    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\contextlib.py:385(__init__)
       84    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
       24    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_heat_utility.py:558(<listcomp>)
       61    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       36    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:244(<lambda>)
       58    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\volume.py:1344(ideal_gas)
      120    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\interface.py:253(REFPROP_sigma)
       12    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\pressure_vessel.py:57(vessel_material)
       10    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_heat_utility.py:453(<listcomp>)
       22    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\dispatcher.py:177(__enter__)
       10    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_heat_utility.py:454(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:53(facilities_from_units)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:401(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\colorpalette\colorpalette\color.py:82(__call__)
       44    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\event.py:246(__init__)
       26    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:116(<listcomp>)
       36    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\pressure_vessel.py:40(vessel_type)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\_heat_exchanger_network.py:209(<listcomp>)
       26    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
       22    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:679(use_stabilized_convergence_algorithm)
       46    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\types\abstract.py:92(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\vacuum.py:207(calculate_vacuum_cost)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:139(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\linecache.py:15(getline)
       76    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\types\abstract.py:95(key)
       16    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\tank_design.py:120(field_erected_tank_purchase_cost)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\reaction\_reaction.py:923(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:161(_load_flowsheet)
       16    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\column_design.py:253(compute_murphree_stage_efficiency)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\_heat_exchanger_network.py:248(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\agile\_agile_system.py:79(<dictcomp>)
       12    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:1174(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\threading.py:1017(_wait_for_tstate_lock)
       36    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:604(owner)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:55(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:395(<listcomp>)
       76    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
       22    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\dispatcher.py:181(__exit__)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\reaction\_reaction.py:925(<listcomp>)
       22    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       24    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:298(<setcomp>)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\ipykernel\iostream.py:310(_is_master_process)
       16    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\column_design.py:320(compute_max_vapor_velocity)
        1    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\agile\_agile_tea.py:96(<dictcomp>)
       56    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\numeric.py:71(_zeros_like_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\utils\decorators\registered.py:79(__repr__)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_chemicals.py:139(__getitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:436(<listcomp>)
       72    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       40    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\distillation.py:316(y_top)
       39    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_multi_effect_evaporator.py:223(V_definition)
        1    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:333(join_network_at_unit)
       52    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\lib\polynomial.py:661(_polyval_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\_heat_exchanger_network.py:142(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:125(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\_heat_exchanger_network.py:243(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:981(converge_method)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\equilibrium\activity_coefficients.py:240(__new__)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:617(get_stream)
       44    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
       66    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\process_tools\utils.py:227(<listcomp>)
       16    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\column_design.py:302(compute_max_capacity_parameter)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\_heat_exchanger_network.py:138(<listcomp>)
       26    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:261(<listcomp>)
       10    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\flash_vessel_design.py:269(compute_vessel_weight_and_wall_thickness)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\_heat_exchanger_network.py:244(<listcomp>)
       22    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\entrypoints.py:10(init_all)
       12    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\column_design.py:135(compute_tower_wall_thickness)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\_heat_exchanger_network.py:247(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:1255(link_with)
       12    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_flash.py:231(P)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:126(<listcomp>)
       16    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\column_design.py:279(compute_flow_parameter)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\viscosity.py:629(Viswanath_Natarajan_2)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:282(<listcomp>)
       16    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\column_design.py:381(compute_tower_diameter)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:1385(copy_thermal_condition)
       22    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\event.py:132(is_end)
       31    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\numeric.py:2117(_allclose_dispatcher)
       12    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:577(<listcomp>)
       44    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\event.py:92(kind)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_flowsheet.py:280(get_flowsheet)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\size_enlargement.py:105(default_kW)
       12    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\pressure_vessel.py:46(vessel_type)
       12    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\column_design.py:48(compute_purchase_cost_of_trays)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_process_water_center.py:87(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\warnings.py:403(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_process_water_center.py:78(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\_heat_exchanger_network.py:246(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:339(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\linecache.py:37(getlines)
       10    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\vacuum.py:174(calculate_air_inleakage)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\ipykernel\iostream.py:93(_event_pipe)
       14    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\utils\registry.py:70(__getattr__)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_chilled_water_package.py:68(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\distillation.py:770(_cost_vacuum)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_boiler_turbogenerator.py:467(<listcomp>)
       16    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\distillation.py:458(is_divided)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\batch.py:15(size_batch)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\_heat_exchanger_network.py:216(<listcomp>)
       22    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\column_design.py:91(compute_plaform_ladder_cost)
        6    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\flash_vessel_design.py:391(compute_Stokes_law_York_Demister_K_value)
       22    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\dispatcher.py:868(cb_compiler)
       12    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\column_design.py:407(compute_tower_height)
        3    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:1667(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\solids_separation.py:399(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\_heat_exchanger_network.py:215(<listcomp>)
       14    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\distillation.py:342(Lr)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_boiler_turbogenerator.py:476(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:283(<listcomp>)
       12    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\specification_factors.py:125(compute_stainless_steel_304_material_factor)
       36    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\_heat_exchanger_network.py:150(<lambda>)
       12    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\column_design.py:110(compute_tower_weight)
       10    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\mechanical.py:32(motor_efficiency)
       12    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\column_design.py:72(compute_empty_tower_cost)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:340(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:1515(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\agile\_agile_tea.py:91(create_scenario)
       16    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:380(price)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\distillation.py:444(vessel_material)
        4    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\colorpalette\colorpalette\color.py:85(__add__)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_chemical.py:1192(LHV)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\drying.py:89(natural_gas)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:243(<dictcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_settings.py:82(get_thermo)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\vacuum.py:108(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\flash_vessel_design.py:74(compute_vertical_vessel_purchase_cost)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\cProfile.py:133(__exit__)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\shape_base.py:78(_atleast_2d_dispatcher)
       26    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:288(<listcomp>)
       13    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\flash_vessel_design.py:418(ceil_half_step)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\_heat_exchanger_network.py:217(<listcomp>)
       14    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_chemical.py:975(V)
       14    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\distillation.py:354(Hr)
       26    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\multiarray.py:143(concatenate)
       22    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\event.py:270(duration)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\geometry.py:18(cylinder_diameter_from_volume)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\drying.py:84(split)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_boiler_turbogenerator.py:435(natural_gas)
        1    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\agile\_agile_system.py:78(<listcomp>)
       10    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_facility.py:45(other_units)
        1    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\agile\_agile_system.py:110(get_scenario_costs)
        2    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       14    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:713(source)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\distillation.py:374(stage_efficiency)
       22    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\contextlib.py:479(__enter__)
       20    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_junction.py:86(_setup)
        4    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_facility.py:20(ordered_facilities)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_flowsheet.py:30(__contains__)
       12    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\splitting.py:238(_run)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\flash_vessel_design.py:32(compute_horizontal_vessel_purchase_cost)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.bin}
       12    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\mixing.py:69(_assert_compatible_property_package)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:128(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_chemicals.py:154(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\not_implemented_method.py:20(__call__)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:246(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:247(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_flowsheet.py:107(registries)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\flash_vessel_design.py:53(compute_horizontal_vessel_platform_and_ladders_purchase_cost)
        8    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:1283(_reset_errors)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\solids_separation.py:246(_calc_Area)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:850(_set_path)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:941(recycle)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\_heat_exchanger_network.py:285(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\threading.py:513(is_set)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\equilibrium\bubble_point.py:47(x)
        1    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:434(_insert_linear_network)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\Bioindustrial-Park\BioSTEAM 2.x.x\biorefineries\sugarcane\_system.py:509(<lambda>)
        4    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\agile\_agile_tea.py:95(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_facility.py:41(system)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\scipy\optimize\zeros.py:70(results_c)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_chilled_water_package.py:61(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_chilled_water_package.py:67(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_boiler_turbogenerator.py:444(_run)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\_heat_exchanger_network.py:144(_run)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_flowsheet.py:95(ID)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\geometry.py:26(cylinder_area)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_batch_bioreactor.py:152(V)
        4    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\_heat_exchanger_network.py:245(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:57(find_blowdown_recycle)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:871(_set_facility_recycle)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\solids_separation.py:130(centrifuge_type)
        2    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:959(N_runs)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:156(isempty)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\_heat_exchanger_network.py:145(_design)
        1    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\agile\_agile_tea.py:101(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\agile\_agile_system.py:84(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\agile\_agile_system.py:86(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_cooling_tower.py:65(_run)
        1    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\agile\_agile_tea.py:102(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\agile\_agile_tea.py:104(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\agile\_agile_system.py:87(<listcomp>)
