         2082287 function calls (2048994 primitive calls) in 3.453 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       52    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(polyval)
     1380    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\_asarray.py:139(ascontiguousarray)
        4    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\warnings.py:96(_showwarnmsg)
      303    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:802(F_mol)
        4    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\warnings.py:20(_showwarnmsg_impl)
     6602    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\equilibrium\binary_phase_fraction.py:29(as_valid_fraction)
      578    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\equilibrium\equilibrium.py:52(__init__)
       99    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:713(to_chemical_indexer)
        4    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\ipykernel\iostream.py:386(write)
      217    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:418(get_phase_and_composition)
      110    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\free_properties\free_properties\_property_array.py:171(sum)
        1    0.000    0.000    0.001    0.001 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\agile\_agile_tea.py:94(compile_scenarios)
      730    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_phase.py:141(copy)
       80    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_heat_utility.py:97(to_stream)
        6    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\ipykernel\iostream.py:197(schedule)
       93    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\heat_transfer.py:187(heuristic_overall_heat_transfer_coefficient)
       52    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\lib\polynomial.py:665(polyval)
       26    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\decorators\_design.py:18(_design)
       88    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\heat_exchange.py:501(<listcomp>)
        2    0.000    0.000    0.001    0.001 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:1485(<dictcomp>)
     3840    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x00007FFE13F9B810}
        4    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_transesterification.py:97(_design)
        6    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\zmq\sugar\socket.py:357(send)
       52    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\reaction\_reaction.py:378(__call__)
       26    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\decorators\_design.py:119(flow_rate)
     6495    0.001    0.000    0.001    0.000 {built-in method _operator.index}
     4050    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\utils\decorators\thermo_user.py:31(mixture)
     1380    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\scipy\interpolate\polyint.py:89(_finish_y)
       99    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\heat_transfer.py:249(heuristic_tubeside_and_shellside_pressure_drops)
      114    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\mixture\mixture.py:236(MW)
      211    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:433(__enter__)
        1    0.000    0.000    0.001    0.001 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\agile\_agile_tea.py:100(<listcomp>)
      177    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_multi_stream.py:391(mol)
        2    0.000    0.000    0.001    0.001 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_batch_bioreactor.py:186(_design)
      778    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:294(_set_stream)
     1662    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\equilibrium\binary_phase_fraction.py:184(compute_phase_fraction_3N)
        6    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\Bioindustrial-Park\BioSTEAM 2.x.x\biorefineries\lipidcane\_system.py:380(adjust_acid_and_base)
     5660    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:754(mol)
     7411    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
      234    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:416(get_capital_costs)
     1886    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\equilibrium\binary_phase_fraction.py:168(compute_phase_fraction_2N)
       80    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:1566(flow_proxy)
      483    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\vapor_pressure.py:2031(Ambrose_Walton)
     6573    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3265(_mean_dispatcher)
     3681    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\flexsolve\flexsolve\utils.py:151(not_within_bounds)
       14    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:483(get_hottest_stream_from_life_cycle)
      342    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:242(_create_N_missing_streams)
       12    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_flash.py:565(_run)
  323/297    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:468(_load_auxiliary_capital_costs)
     2186    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_thermal_condition.py:36(T)
       12    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_flash.py:216(_load_components)
     4774    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
       75    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_multi_stream.py:522(copy_flow)
      143    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:547(copy_like)
      138    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\stream_link_options.py:26(_run_static)
       70    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_pump.py:237(_cost)
      234    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:428(<dictcomp>)
     4108    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\utils\cache.py:21(__init__)
      763    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\heat_capacity.py:250(calculate)
     1135    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_phase.py:125(__new__)
       81    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\free_properties\free_properties\_property_array.py:180(__setitem__)
     3494    0.001    0.000    0.001    0.000 {method 'clear' of 'dict' objects}
        8    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\equilibrium\fugacities.py:52(__call__)
     7250    0.001    0.000    0.001    0.000 {built-in method builtins.len}
        2    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\Bioindustrial-Park\BioSTEAM 2.x.x\biorefineries\lipidcane2g\__init__.py:426(set_parameters)
     6547    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\multiarray.py:75(empty_like)
      326    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermo\thermo\viscosity.py:460(calculate)
      180    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
     1114    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\utils\decorators\thermo_user.py:21(_load_thermo)
        2    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_enzyme_treatment.py:35(_design)
       59    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_multi_stream.py:209(_init_indexer)
      136    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:1154(_get_recycle_data)
      452    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermo\thermo\utils\t_dependent_property.py:2841(extrapolate)
      294    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\thermo\t_dependent_property.py:41(__call__)
   116/20    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:893(units)
       66    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\contextlib.py:415(enter_context)
      211    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:438(__exit__)
       26    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:245(sort)
        8    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\Bioindustrial-Park\BioSTEAM 2.x.x\biorefineries\lipidcane\units.py:98(_run)
     9474    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
     4107    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\utils\decorators\thermo_user.py:28(chemicals)
     1443    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:832(__iter__)
     3394    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:746(phase)
      284    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\reaction\_parse.py:15(get_stoichiometric_array)
     6444    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\equilibrium\activity_coefficients.py:409(f)
       12    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_transesterification.py:83(_run)
     3823    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_phase.py:18(check_phase)
        4    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\pressure_vessel.py:84(_horizontal_vessel_design)
      250    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermo\thermo\phase_change.py:403(calculate)
        4    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_flash.py:334(_vertical_vessel_pressure_diameter_and_length)
      409    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_phase.py:121(convert)
     2264    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
       48    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\distillation.py:498(_check_mass_balance)
      393    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\heat_capacity.py:2309(Lastovka_solid)
        2    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:1487(<listcomp>)
       40    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\separations.py:109(adjust_moisture_content)
        2    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\Bioindustrial-Park\BioSTEAM 2.x.x\biorefineries\lipidcane\utils\composition.py:21(set_lipid_fraction)
      284    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\reaction\_reaction.py:802(_rescale)
      171    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:332(_init_results)
     2888    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:338(__getitem__)
       59    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:729(path_until)
       97    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_multi_stream.py:238(reset_cache)
      138    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:258(_set_streams)
      168    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:786(imass)
   176/88    0.000    0.000    0.001    0.000 {built-in method builtins.next}
      342    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:243(<listcomp>)
       59    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:69(find_path_segment)
        2    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:130(<listcomp>)
        2    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_continuous_reactor.py:76(_design)
      341    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\volume.py:1072(COSTALD_compressed)
      284    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\reaction\_parse.py:39(dct2arr)
        4    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:1190(F_vol_in)
     2154    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_thermal_condition.py:46(P)
        6    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_conveying_belt.py:26(_design)
      103    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:398(from_data)
       22    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\contextlib.py:482(__exit__)
      422    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
     3020    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\flexsolve\flexsolve\utils.py:210(check_bounds)
       40    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\reaction\_reaction.py:1132(_reaction)
      576    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_phase.py:91(__new__)
      322    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:780(utility_cost)
     1380    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\scipy\sparse\base.py:1188(isspmatrix)
       88    0.000    0.000    0.001    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\event.py:321(install_timer)
        4    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:1186(vol_in)
        4    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_boiler_turbogenerator.py:490(calculate_excess_electricity_at_natual_gas_flow)
     1380    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\scipy\interpolate\_bsplines.py:352(_ensure_c_contiguous)
     1520    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:734(T)
   267/59    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:75(fill_path_segment)
      310    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(where)
     3226    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:730(T)
      898    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
      314    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:42(find_main_phase)
     3217    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:411(phase)
        2    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:129(<listcomp>)
     1316    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\flexsolve\flexsolve\utils.py:163(false_position_iter)
     3333    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:952(outs)
     3812    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\equilibrium\fugacity_coefficients.py:57(__call__)
     1737    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_chemicals.py:1023(_get_index_and_kind)
      339    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\utils\registry.py:26(<listcomp>)
      168    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:956(by_mass)
      374    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\heat_capacity.py:1239(Lastovka_Shaw_integral)
       99    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\heat_exchange.py:120(_assert_compatible_property_package)
       36    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:1696(get_dew_point)
       82    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:65(check_recycle_feasibility)
     1929    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:784(_get_index_data)
      414    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_chemicals.py:917(indices)
     1380    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\lib\site-packages\scipy\_lib\_util.py:143(prod)
     2668    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:948(ins)
        2    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:254(<listcomp>)
       56    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(zeros_like)
       76    0.000    0.000    0.001    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\dispatcher.py:677(typeof_pyval)
        2    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:1486(<dictcomp>)
     3812    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\equilibrium\ideal.py:16(ideal_coefficient)
     1255    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\flexsolve\flexsolve\utils.py:129(scalar_aitken_iter)
     3726    0.001    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\utils\decorators\chemicals_user.py:19(chemicals)
      581    0.000    0.000    0.001    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:2036(phases)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\stream_filters.py:74(sort_feeds_big_to_small)
       12    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:571(mix_from)
      314    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:343(<listcomp>)
      576    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:657(_set_cache)
       16    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\reaction\_reaction.py:392(force_reaction)
       46    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\types\abstract.py:60(__call__)
      252    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:63(empty)
       48    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\tank.py:258(_cost)
       26    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:246(<listcomp>)
      172    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:352(<listcomp>)
     1380    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\ma\core.py:6374(isMaskedArray)
       60    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\decorators\_cost.py:118(_decorated_cost)
      763    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\heat_capacity.py:2141(Zabransky_cubic)
      164    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:1189(_get_recycle_temperatures)
       36    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:53(get_relevant_units)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\reaction\_reaction.py:911(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:253(<listcomp>)
      186    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermo\thermo\heat_capacity.py:357(calculate)
       56    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\numeric.py:75(zeros_like)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:910(feeds)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:411(from_network)
       88    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:34(__init__)
     4324    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      140    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.generic' objects}
      323    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:785(auxiliary_units)
     1513    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\flexsolve\flexsolve\utils.py:68(scalar_fixedpoint_converged)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_chilled_water_package.py:58(_design)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\Bioindustrial-Park\BioSTEAM 2.x.x\biorefineries\sugarcane\_system.py:606(adjust_yeast_recycle)
       76    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\typing\typeof.py:25(typeof)
     1783    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:738(P)
    88/44    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\contextlib.py:108(__enter__)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_boiler_turbogenerator.py:446(_load_utility_agents)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\solids_separation.py:140(_design)
      272    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\heat_capacity.py:1864(Dadgostar_Shaw)
     2624    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\equilibrium\poyinting_correction_factors.py:53(__call__)
      192    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\viscosity.py:1253(Lucas)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\Bioindustrial-Park\BioSTEAM 2.x.x\biorefineries\sugarcane\_system.py:230(correct_flows)
       12    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_multi_effect_evaporator.py:278(<listcomp>)
     1294    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_thermal_condition.py:61(copy_like)
       60    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\heat_exchange.py:356(_init_utils)
       60    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:459(_assert_compatible_property_package)
      122    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:378(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_molecular_sieve.py:102(_design)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_cooling_tower.py:77(_design)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\heat_exchange.py:377(simulate_as_auxiliary_exchanger)
      211    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
      339    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\utils\registry.py:109(_close_registration)
       26    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:60(find_linear_and_cyclic_paths_with_recycle)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:916(products)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:363(set_data)
      448    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\functional.py:35(first_true_index)
       18    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(vstack)
     3816    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
